name,solution
C0001996,121
C0001997,122
C0001998,121
C0001999,122
C0002000,121
C0002001,122
C0002002,122
C0002003,122
C0002004,122
C0002005,122
C0002006,122
C0002007,122
C0002008,122
C0002009,122
C0002010,122
C0002011,122
C0002012,122
C0002013,122
C0002014,122
C0002015,122
C0002016,122
C0002017,122
C0002018,122
C0002019,122
C0002020,122
C0002021,122
C0002022,122
C0002023,122
C0002024,122
C0002025,122
C0002026,122
C0002027,122
C0002028,122
C0002029,121
C0002030,122
C0002031,121
C0002032,121
C0002033,122
C0002034,121
C0002035,121
C0002036,122
C0002037,121
C0002038,121
C0002039,122
C0002040,121
C0002041,121
C0002042,122
C0002043,121
C0002044,121
C0002045,122
C0002046,121
C0002047,121
C0002048,122
C0002049,121
C0002050,118
C0002051,121
C0002052,121
C0002053,121
C0002054,121
C0002055,121
C0002056,121
C0002057,121
C0002058,121
C0002059,121
C0002060,121
C0002061,121
C0002062,121
C0002063,121
C0002064,121
C0002065,121
C0002066,121
C0002067,121
C0002068,121
C0002069,121
C0002070,121
C0002071,121
C0002072,121
C0002073,121
C0002074,121
C0002075,121
C0002076,121
C0002077,121
C0002078,121
C0002079,121
C0002080,121
C0002081,121
C0002082,121
C0002083,122
C0002084,121
C0002085,121
C0002086,122
C0002087,121
C0002088,121
C0002089,122
C0002090,121
C0002091,121
C0002092,122
C0002093,121
C0002094,121
C0002095,122
C0002096,121
C0002097,121
C0002098,122
C0002099,121
C0002100,121
C0002101,122
C0002102,121
C0002103,121
C0002104,122
C0002105,121
C0002106,121
C0002107,122
C0002108,121
C0002109,121
C0002110,122
C0002111,121
C0002112,121
C0002113,122
C0002114,121
C0002115,121
C0002116,122
C0002117,121
C0002118,121
C0002119,122
C0002120,121
C0002121,121
C0002122,122
C0002123,121
C0002124,121
C0002125,122
C0002126,121
C0002127,119
C0002128,121
C0002129,121
C0002130,121
C0002131,121
C0002132,121
C0002133,121
C0002134,121
C0002135,121
C0002136,121
C0002137,121
C0002138,121
C0002139,121
C0002140,121
C0002141,121
C0002142,121
C0002143,121
C0002144,121
C0002145,121
C0002146,121
C0002147,121
C0002148,121
C0002149,121
C0002150,121
C0002151,121
C0002152,121
C0002153,121
C0002154,121
C0002155,121
C0002156,121
C0002157,121
C0002158,121
C0002159,121
C0002160,122
C0002161,121
C0002162,121
C0002163,122
C0002164,121
C0002165,121
C0002166,122
C0002167,121
C0002168,121
C0002169,122
C0002170,121
C0002171,121
C0002172,122
C0002173,121
C0002174,121
C0002175,122
C0002176,121
C0002177,121
C0002178,122
C0002179,121
C0002180,121
C0002181,122
C0002182,121
C0002183,121
C0002184,122
C0002185,121
C0002186,121
C0002187,122
C0002188,121
C0002189,121
C0002190,122
C0002191,121
C0002192,121
C0002193,122
C0002194,121
C0002195,121
C0002196,122
C0002197,121
C0002198,121
C0002199,122
C0002200,121
C0002201,121
C0002202,122
C0002203,121
C0002204,121
C0002205,122
C0002206,121
C0002207,120
C0002208,121
C0002209,121
C0002210,121
C0002211,121
C0002212,121
C0002213,121
C0002214,121
C0002215,121
C0002216,121
C0002217,121
C0002218,121
C0002219,121
C0002220,121
C0002221,121
C0002222,121
C0002223,121
C0002224,121
C0002225,121
C0002226,121
C0002227,121
C0002228,121
C0002229,121
C0002230,121
C0002231,121
C0002232,121
C0002233,121
C0002234,121
C0002235,121
C0002236,121
C0002237,121
C0002238,121
C0002239,121
C0002240,122
C0002241,121
C0002242,121
C0002243,122
C0002244,121
C0002245,121
C0002246,122
C0002247,121
C0002248,121
C0002249,122
C0002250,121
C0002251,121
C0002252,122
C0002253,121
C0002254,121
C0002255,122
C0002256,121
C0002257,121
C0002258,122
C0002259,121
C0002260,121
C0002261,122
C0002262,121
C0002263,121
C0002264,122
C0002265,121
C0002266,121
C0002267,122
C0002268,121
C0002269,121
C0002270,122
C0002271,121
C0002272,121
C0002273,122
C0002274,121
C0002275,121
C0002276,122
C0002277,121
C0002278,121
C0002279,122
C0002280,121
C0002281,121
C0002282,122
C0002283,121
C0002284,121
C0002285,121
C0002286,121
C0002287,121
C0002288,121
C0002289,121
C0002290,121
C0002291,121
C0002292,121
C0002293,121
C0002294,121
C0002295,121
C0002296,121
C0002297,121
C0002298,121
C0002299,121
C0002300,121
C0002301,121
C0002302,121
C0002303,121
C0002304,121
C0002305,121
C0002306,121
C0002307,121
C0002308,121
C0002309,121
C0002310,121
C0002311,121
C0002312,121
C0002313,121
C0002314,121
C0002315,121
C0002316,121
C0002317,122
C0002318,121
C0002319,121
C0002320,122
C0002321,121
C0002322,121
C0002323,122
C0002324,121
C0002325,121
C0002326,122
C0002327,121
C0002328,121
C0002329,122
C0002330,121
C0002331,121
C0002332,122
C0002333,121
C0002334,121
C0002335,122
C0002336,121
C0002337,121
C0002338,122
C0002339,121
C0002340,121
C0002341,122
C0002342,121
C0002343,121
C0002344,122
C0002345,121
C0002346,121
C0002347,122
C0002348,121
C0002349,121
C0002350,122
C0002351,121
C0002352,121
C0002353,122
C0002354,121
C0002355,121
C0002356,122
C0002357,121
C0002358,121
C0002359,122
C0002360,121
C0002361,121
C0002362,122
C0002363,121
C0002364,122
C0002365,122
C0002366,37
C0002367,48
C0002368,56
C0002369,116
C0002370,116
C0002371,116
C0002372,116
C0002373,116
C0002374,116
C0002375,116
C0002376,116
C0002377,116
C0002378,116
C0002379,116
C0002380,116
C0002381,116
C0002382,116
C0002383,116
C0002384,117
C0002385,117
C0002386,117
C0002387,117
C0002388,117
C0002389,117
C0002390,117
C0002391,117
C0002392,117
C0002393,117
C0002394,117
C0002395,117
C0002396,117
C0002397,117
C0002398,117
C0002399,117
C0002400,117
C0002401,117
C0002402,117
C0002403,117
C0002404,117
C0002405,117
C0002406,117
C0002407,117
C0002408,117
C0002409,117
C0002410,117
C0002411,117
C0002412,117
C0002413,117
C0002414,117
C0002415,117
C0002416,118
C0002417,118
C0002418,118
C0002419,118
C0002420,118
C0002421,118
C0002422,118
C0002423,118
C0002424,118
C0002425,118
C0002426,118
C0002427,118
C0002428,118
C0002429,118
C0002430,118
C0002431,118
C0002432,118
C0002433,118
C0002434,118
C0002435,118
C0002436,118
C0002437,118
C0002438,118
C0002439,118
C0002440,118
C0002441,118
C0002442,118
C0002443,118
C0002444,118
C0002445,118
C0002446,118
C0002447,118
C0002448,119
C0002449,119
C0002450,119
C0002451,119
C0002452,119
C0002453,119
C0002454,119
C0002455,119
C0002456,119
C0002457,119
C0002458,119
C0002459,119
C0002460,119
C0002461,119
C0002462,119
C0002463,119
C0002464,119
C0002465,119
C0002466,119
C0002467,119
C0002468,119
C0002469,119
C0002470,119
C0002471,119
C0002472,119
C0002473,119
C0002474,119
C0002475,119
C0002476,119
C0002477,119
C0002478,119
C0002479,119
C0002480,120
C0002481,120
C0002482,120
C0002483,120
C0002484,120
C0002485,120
C0002486,120
C0002487,120
C0002488,120
C0002489,120
C0002490,120
C0002491,120
C0002492,120
C0002493,120
C0002494,120
C0002495,120
C0002496,120
C0002497,120
C0002498,120
C0002499,120
C0002500,120
C0002501,120
C0002502,120
C0002503,120
C0002504,120
C0002505,120
C0002506,120
C0002507,120
C0002508,120
C0002509,120
C0002510,120
C0002511,120
C0002512,121
C0002513,121
C0002514,121
C0002515,121
C0002516,121
C0002517,121
C0002518,121
C0002519,121
C0002520,121
C0002521,121
C0002522,121
C0002523,121
C0002524,121
C0002525,121
C0002526,121
C0002527,121
C0002528,121
C0002529,121
C0002530,121
C0002531,121
C0002532,121
C0002533,121
C0002534,121
C0002535,121
C0002536,121
C0002537,121
C0002538,121
C0002539,121
C0002540,121
C0002541,121
C0002542,121
C0002543,121
C0002544,122
C0002545,122
C0002546,122
C0002547,122
C0002548,122
C0002549,122
C0002550,122
C0002551,122
C0002552,122
C0002553,122
C0002554,122
C0002555,122
C0002556,122
C0002557,122
C0002558,122
C0002559,122
C0002560,122
C0002561,122
C0002562,122
C0002563,122
C0002564,122
C0002565,122
C0002566,122
C0002567,122
C0002568,122
C0002569,122
C0002570,122
C0002571,122
C0002572,122
C0002573,122
C0002574,122
C0002575,122
C0002576,122
C0002577,122
C0002578,122
C0002579,122
C0002580,122
C0002581,122
C0002582,122
C0002583,122
C0002584,122
C0002585,122
C0002586,122
C0002587,122
C0002588,122
C0002589,122
C0002590,122
C0002591,122
C0002592,122
C0002593,122
C0002594,122
C0002595,122
C0002596,122
C0002597,122
C0002598,122
C0002599,122
C0002600,122
C0002601,122
C0002602,122
C0002603,122
C0002604,122
C0002605,122
C0002606,122
C0002607,122
C0002608,122
C0002609,122
C0002610,122
C0002611,122
C0002612,122
C0002613,122
C0002614,122
C0002615,122
C0002616,122
C0002617,122
C0002618,122
C0002619,122
C0002620,122
C0002621,122
C0002622,122
C0002623,122
C0002624,122
C0002625,122
C0002626,122
C0002627,122
C0002628,122
C0002629,122
C0002630,122
C0002631,122
C0002632,122
C0002633,122
C0002634,122
C0002635,122
C0002636,122
C0002637,122
C0002638,122
C0002639,122
C0002640,122
C0002641,122
C0002642,122
C0002643,122
C0002644,122
C0002645,122
C0002646,122
C0002647,122
C0002648,122
C0002649,122
C0002650,122
C0002651,122
C0002652,122
C0002653,122
C0002654,122
C0002655,122
C0002656,122
C0002657,122
C0002658,122
C0002659,122
C0002660,122
C0002661,122
C0002662,122
C0002663,122
C0002664,122
C0002665,122
C0002666,122
C0002667,122
C0002668,122
C0002669,122
C0002670,121
C0002671,122
C0002672,121
C0002673,121
C0002674,122
C0002675,121
C0002676,121
C0002677,122
C0002678,121
C0002679,121
C0002680,122
C0002681,121
C0002682,121
C0002683,122
C0002684,121
C0002685,121
C0002686,122
C0002687,121
C0002688,121
C0002689,122
C0002690,121
C0002691,121
C0002692,122
C0002693,121
C0002694,121
C0002695,122
C0002696,121
C0002697,121
C0002698,122
C0002699,121
C0002700,121
C0002701,122
C0002702,121
C0002703,121
C0002704,122
C0002705,121
C0002706,121
C0002707,122
C0002708,121
C0002709,121
C0002710,122
C0002711,121
C0002712,121
C0002713,122
C0002714,121
C0002715,121
C0002716,122
C0002717,121
C0002718,121
C0002719,122
C0002720,121
C0002721,121
C0002722,122
C0002723,121
C0002724,121
C0002725,122
C0002726,121
C0002727,121
C0002728,122
C0002729,121
C0002730,121
C0002731,122
C0002732,121
C0002733,121
C0002734,122
C0002735,121
C0002736,121
C0002737,122
C0002738,121
C0002739,121
C0002740,122
C0002741,121
C0002742,121
C0002743,122
C0002744,121
C0002745,121
C0002746,122
C0002747,121
C0002748,121
C0002749,122
C0002750,121
C0002751,121
C0002752,122
C0002753,121
C0002754,121
C0002755,122
C0002756,121
C0002757,121
C0002758,122
C0002759,121
C0002760,121
C0002761,122
C0002762,121
C0002763,121
C0002764,122
C0002765,121
C0002766,121
C0002767,122
C0002768,121
C0002769,121
C0002770,122
C0002771,121
C0002772,121
C0002773,122
C0002774,121
C0002775,121
C0002776,122
C0002777,121
C0002778,121
C0002779,122
C0002780,121
C0002781,121
C0002782,122
C0002783,121
C0002784,121
C0002785,122
C0002786,121
C0002787,121
C0002788,122
C0002789,121
C0002790,121
C0002791,122
C0002792,121
C0002793,121
C0002794,122
C0002795,121
C0002796,121
C0002797,122
C0002798,121
C0002799,121
C0002800,122
C0002801,121
C0002802,121
C0002803,122
C0002804,121
C0002805,121
C0002806,122
C0002807,121
C0002808,121
C0002809,122
C0002810,121
C0002811,121
C0002812,122
C0002813,121
C0002814,121
C0002815,122
C0002816,121
C0002817,121
C0002818,122
C0002819,121
C0002820,121
C0002821,122
C0002822,121
C0002823,121
C0002824,122
C0002825,121
C0002826,121
C0002827,122
C0002828,121
C0002829,121
C0002830,122
C0002831,121
C0002832,121
C0002833,122
C0002834,121
C0002835,121
C0002836,122
C0002837,121
C0002838,121
C0002839,122
C0002840,121
C0002841,121
C0002842,122
C0002843,121
C0002844,121
C0002845,122
C0002846,121
C0002847,121
C0002848,122
C0002849,121
C0002850,121
C0002851,122
C0002852,121
C0002853,121
C0002854,122
C0002855,121
C0002856,121
C0002857,122
C0002858,121
C0002859,121
C0002860,122
C0002861,121
C0002862,121
C0002863,122
C0002864,121
C0002865,121
C0002866,122
C0002867,121
C0002868,121
C0002869,122
C0002870,121
C0002871,121
C0002872,122
C0002873,121
C0002874,121
C0002875,122
C0002876,121
C0002877,121
C0002878,122
C0002879,121
C0002880,121
C0002881,122
C0002882,121
C0002883,121
C0002884,122
C0002885,121
C0002886,121
C0002887,122
C0002888,121
C0002889,121
C0002890,122
C0002891,121
C0002892,121
C0002893,122
C0002894,121
C0002895,121
C0002896,122
C0002897,121
C0002898,121
C0002899,122
C0002900,121
C0002901,121
C0002902,122
C0002903,121
C0002904,121
C0002905,122
C0002906,121
C0002907,121
C0002908,122
C0002909,121
C0002910,121
C0002911,122
C0002912,121
C0002913,121
C0002914,122
C0002915,121
C0002916,121
C0002917,122
C0002918,121
C0002919,121
C0002920,122
C0002921,121
C0002922,121
C0002923,122
C0002924,121
C0002925,121
C0002926,122
C0002927,121
C0002928,121
C0002929,122
C0002930,121
C0002931,121
C0002932,122
C0002933,121
C0002934,121
C0002935,122
C0002936,121
C0002937,121
C0002938,122
C0002939,121
C0002940,121
C0002941,122
C0002942,121
C0002943,121
C0002944,122
C0002945,121
C0002946,121
C0002947,122
C0002948,121
C0002949,121
C0002950,122
C0002951,121
C0002952,121
C0002953,122
C0002954,121
C0002955,121
C0002956,122
C0002957,121
C0002958,121
C0002959,122
C0002960,121
C0002961,121
C0002962,122
C0002963,121
C0002964,121
C0002965,122
C0002966,121
C0002967,121
C0002968,122
C0002969,121
C0002970,121
C0002971,122
C0002972,121
C0002973,121
C0002974,122
C0002975,121
C0002976,121
C0002977,122
C0002978,121
C0002979,121
C0002980,122
C0002981,121
C0002982,121
C0002983,122
C0002984,121
C0002985,121
C0002986,122
C0002987,121
C0002988,121
C0002989,122
C0002990,121
C0002991,121
C0002992,122
C0002993,121
C0002994,121
C0002995,122
C0002996,121
C0002997,121
C0002998,122
C0002999,121
C0003000,121
C0003001,122
C0003002,121
C0003003,121
C0003004,122
C0003005,121
C0003006,121
C0003007,122
C0003008,121
C0003009,121
C0003010,122
C0003011,121
C0003012,121
C0003013,122
C0003014,121
C0003015,121
C0003016,122
C0003017,121
C0003018,121
C0003019,122
C0003020,121
C0003021,121
C0003022,122
C0003023,121
C0003024,121
C0003025,122
C0003026,121
C0003027,121
C0003028,122
C0003029,121
C0003030,121
C0003031,122
C0003032,121
C0003033,121
C0003034,122
C0003035,121
C0003036,121
C0003037,122
C0003038,121
C0003039,121
C0003040,122
C0003041,121
C0003042,121
C0003043,122
C0003044,121
C0003045,121
C0003046,122
C0003047,121
C0003048,121
C0003049,122
C0003050,121
C0003051,121
C0003052,122
C0003053,121
C0003054,121
C0003055,122
C0003056,121
C0003057,121
C0003058,122
C0003059,121
C0003060,121
C0003061,122
C0003062,121
C0003063,121
C0003064,122
C0003065,121
C0003066,121
C0003067,122
C0003068,121
C0003069,121
C0003070,122
C0003071,121
C0003072,121
C0003073,122
C0003074,121
C0003075,121
C0003076,122
C0003077,121
C0003078,121
C0003079,122
C0003080,121
C0003081,121
C0003082,122
C0003083,121
C0003084,121
C0003085,122
C0003086,121
C0003087,121
C0003088,122
C0003089,121
C0003090,121
C0003091,122
C0003092,121
C0003093,121
C0003094,122
C0003095,121
C0003096,121
C0003097,122
C0003098,121
C0003099,121
C0003100,122
C0003101,121
C0003102,121
C0003103,122
C0003104,121
C0003105,121
C0003106,122
C0003107,121
C0003108,121
C0003109,122
C0003110,121
C0003111,121
C0003112,122
C0003113,121
C0003114,121
C0003115,122
C0003116,121
C0003117,121
C0003118,122
C0003119,121
C0003120,121
C0003121,122
C0003122,121
C0003123,121
C0003124,122
C0003125,121
C0003126,121
C0003127,122
C0003128,121
C0003129,121
C0003130,122
C0003131,121
C0003132,121
C0003133,122
C0003134,121
C0003135,121
C0003136,122
C0003137,121
C0003138,121
C0003139,122
C0003140,121
C0003141,121
C0003142,122
C0003143,121
C0003144,121
C0003145,122
C0003146,121
C0003147,121
C0003148,122
C0003149,121
C0003150,121
C0003151,122
C0003152,121
C0003153,121
C0003154,122
C0003155,121
C0003156,121
C0003157,122
C0003158,121
C0003159,121
C0003160,122
C0003161,121
C0003162,121
C0003163,122
C0003164,121
C0003165,121
C0003166,122
C0003167,121
C0003168,121
C0003169,122
C0003170,121
C0003171,121
C0003172,122
C0003173,121
C0003174,121
C0003175,122
C0003176,121
C0003177,3
C0003178,3
C0003179,4
C0003180,0
C0003181,0
C0003182,1
C0003183,4
