0.005,0.0519
0.015,0.1581
0.025,0.2658
0.035,0.3663
0.045,0.4767
0.055,0.5923
0.065,0.6907
0.075,0.7941
0.085,0.8698
0.095,0.9783
0.105,1.0678
0.115,1.1561
0.125,1.2183
0.135,1.2931
0.145,1.36
0.155,1.4659
0.165,1.4947
0.175,1.5681
0.185,1.6384
0.195,1.6872
0.205,1.7115
0.215,1.7871
0.225,1.8211
0.235,1.8603
0.245,1.8562
0.255,1.909
0.265,1.8831
0.275,1.9137
0.285,1.9327
0.295,1.9533
0.305,1.9525
0.315,1.9407
0.325,1.9082
0.335,1.934
0.345,1.9348
0.355,1.8942
0.365,1.8709
0.375,1.8545
0.385,1.8458
0.395,1.8354
0.405,1.7643
0.415,1.7451
0.425,1.7273
0.435,1.6693
0.445,1.6273
0.455,1.6071
0.465,1.5819
0.475,1.5271
0.485,1.4966
0.495,1.4745
0.505,1.4334
0.515,1.3891
0.525,1.3404
0.535,1.3229
0.545,1.2559
0.555,1.2234
0.565,1.1479
0.575,1.0924
0.585,1.066
0.595,1.0378
0.605,0.9823
0.615,0.9432
0.625,0.9022
0.635,0.8608
0.645,0.827
0.655,0.8059
0.665,0.7352
0.675,0.7249
0.685,0.6614
0.695,0.6496
0.705,0.5889
0.715,0.5493
0.725,0.5361
0.735,0.4958
0.745,0.4594
0.755,0.4307
0.765,0.4071
0.775,0.3632
0.785,0.322
0.795,0.3135
0.805,0.2836
0.815,0.2641
0.825,0.2284
0.835,0.2079
0.845,0.184
0.855,0.1621
0.865,0.1522
0.875,0.1261
0.885,0.1089
0.895,0.0919
0.905,0.0819
0.915,0.0673
0.925,0.0501
0.935,0.0399
0.945,0.0302
0.955,0.0201
0.965,0.0128
0.975,0.0054
0.985,0.0013
0.995,0
1.005,0
