-0.995,0
-0.985,0
-0.975,0
-0.965,0
-0.955,0.0001
-0.945,0
-0.935,0.0001
-0.925,0.0002
-0.915,0.0002
-0.905,0.0005
-0.895,0.0007
-0.885,0.0004
-0.875,0.0008
-0.865,0.0011
-0.855,0.0017
-0.845,0.0018
-0.835,0.0011
-0.825,0.0014
-0.815,0.0026
-0.805,0.0016
-0.795,0.0016
-0.785,0.0009
-0.775,0.0019
-0.765,0.0017
-0.755,0.0033
-0.745,0.0026
-0.735,0.0026
-0.725,0.0028
-0.715,0.0045
-0.705,0.0044
-0.695,0.0045
-0.685,0.0049
-0.675,0.0052
-0.665,0.0037
-0.655,0.0053
-0.645,0.0048
-0.635,0.007
-0.625,0.007
-0.615,0.0078
-0.605,0.0073
-0.595,0.0071
-0.585,0.0063
-0.575,0.0066
-0.565,0.0081
-0.555,0.0101
-0.545,0.0087
-0.535,0.0094
-0.525,0.0093
-0.515,0.0094
-0.505,0.0105
-0.495,0.01
-0.485,0.0118
-0.475,0.0124
-0.465,0.0124
-0.455,0.0123
-0.445,0.013
-0.435,0.0127
-0.425,0.0128
-0.415,0.0158
-0.405,0.0147
-0.395,0.013
-0.385,0.0168
-0.375,0.0164
-0.365,0.0159
-0.355,0.0201
-0.345,0.018
-0.335,0.0181
-0.325,0.02
-0.315,0.0191
-0.305,0.021
-0.295,0.023
-0.285,0.0207
-0.275,0.0236
-0.265,0.0232
-0.255,0.0234
-0.245,0.0227
-0.235,0.0231
-0.225,0.0266
-0.215,0.0274
-0.205,0.0296
-0.195,0.0322
-0.185,0.0313
-0.175,0.0317
-0.165,0.0324
-0.155,0.0338
-0.145,0.0359
-0.135,0.0345
-0.125,0.0363
-0.115,0.0402
-0.105,0.0373
-0.095,0.0401
-0.085,0.0406
-0.075,0.0407
-0.065,0.0434
-0.055,0.0455
-0.045,0.0479
-0.035,0.0481
-0.025,0.049
-0.015,0.0493
-0.005,0.0543
0.005,0.0579
0.015,0.0578
0.025,0.0565
0.035,0.0621
0.045,0.064
0.055,0.0669
0.065,0.072
0.075,0.0718
0.085,0.0735
0.095,0.0786
0.105,0.0782
0.115,0.0823
0.125,0.0854
0.135,0.0891
0.145,0.0879
0.155,0.0939
0.165,0.0924
0.175,0.1038
0.185,0.1047
0.195,0.1034
0.205,0.1143
0.215,0.1176
0.225,0.1295
0.235,0.1238
0.245,0.1202
0.255,0.1308
0.265,0.1337
0.275,0.1424
0.285,0.1402
0.295,0.1505
0.305,0.1618
0.315,0.1653
0.325,0.1641
0.335,0.1765
0.345,0.1857
0.355,0.1925
0.365,0.1968
0.375,0.2093
0.385,0.2175
0.395,0.2302
0.405,0.2346
0.415,0.2514
0.425,0.2528
0.435,0.2659
0.445,0.2806
0.455,0.2831
0.465,0.2934
0.475,0.3178
0.485,0.3356
0.495,0.3467
0.505,0.3704
0.515,0.3784
0.525,0.3996
0.535,0.4163
0.545,0.4464
0.555,0.4515
0.565,0.4714
0.575,0.5176
0.585,0.539
0.595,0.5616
0.605,0.5885
0.615,0.6154
0.625,0.6521
0.635,0.6932
0.645,0.7401
0.655,0.7535
0.665,0.8161
0.675,0.8561
0.685,0.8844
0.695,0.9483
0.705,1.0009
0.715,1.071
0.725,1.1345
0.735,1.1929
0.745,1.2766
0.755,1.3579
0.765,1.4331
0.775,1.5297
0.785,1.6386
0.795,1.7414
0.805,1.8744
0.815,1.9777
0.825,2.1245
0.835,2.2551
0.845,2.4024
0.855,2.6026
0.865,2.8024
0.875,3.0082
0.885,3.2072
0.895,3.4694
0.905,3.7332
0.915,3.9797
0.925,4.2216
0.935,4.511
0.945,4.6875
0.955,4.85
0.965,4.8178
0.975,4.3744
0.985,3.242
0.995,1.1791
1.005,0.0178
